Unnamed: 0,Campaign,Channel,Date,Start time,Duration,Spot type,Promotion,Pos. Block 1,Spots Block 1,Title,TVR,Date_dt,Start_dt,End_dt,hour_of_day,quarter_id,advertiser_id,break_id,position_in_break,channel,base_rate,prime_premium,pos1,pos2,pos3,pos_last,adv_premium,position_premium,total_premium,revenue_ils,is_target_channel,include_as_media,competitor_flag
1374,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,15:07:33,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.6,02/11/2024,02/11/2024 15:07,02/11/2024 15:07,15,1730559600,2024,2834,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,1656,TRUE,TRUE,FALSE
1375,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,15:07:39,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.6,02/11/2024,02/11/2024 15:07,02/11/2024 15:07,15,1730559600,Reckitt,2834,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1518,TRUE,TRUE,FALSE
1376,פ-חדשות סוף השבוע,קשת 12,02/11/2024,15:07:45,32,פרומו,פרומו,0,0,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.6,02/11/2024,02/11/2024 15:07,02/11/2024 15:08,15,1730559600,פ,2834,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,7728,TRUE,TRUE,FALSE
1377,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,15:36:03,76,פרומו,פרומו,0,0,[מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],5.7,02/11/2024,02/11/2024 15:36,02/11/2024 15:37,15,1730561400,פ,2835,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,25992,TRUE,TRUE,FALSE
1378,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,16:25:37,28,פרומו,פרומו,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",6.3,02/11/2024,02/11/2024 16:25,02/11/2024 16:26,16,1730564100,פ,2836,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,10584,TRUE,TRUE,FALSE
1379,2024-10 -  אנגלו סכסון — 60 שנות מצוינות,קשת 12,02/11/2024,16:26:09,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",6.4,02/11/2024,02/11/2024 16:26,02/11/2024 16:26,16,1730564100,2024,2836,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,2112,TRUE,TRUE,FALSE
1380,דיור ביי דיזיין (יולי 2021),קשת 12,02/11/2024,16:26:15,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",6.4,02/11/2024,02/11/2024 16:26,02/11/2024 16:26,16,1730564100,דיור,2836,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,2016,TRUE,TRUE,FALSE
1381,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,16:26:25,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",6.4,02/11/2024,02/11/2024 16:26,02/11/2024 16:26,16,1730564100,הזדמנויות,2836,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,2400,TRUE,TRUE,FALSE
1382,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,16:27:40,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.7,02/11/2024,02/11/2024 16:27,02/11/2024 16:27,16,1730564100,הזדמנויות,2837,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,2052,TRUE,TRUE,FALSE
1383,2024-09 - יד 2,קשת 12,02/11/2024,16:27:51,20,פרסומת,ספוט,1,9,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.7,02/11/2024,02/11/2024 16:27,02/11/2024 16:28,16,1730564100,2024,2837,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,6270,TRUE,TRUE,FALSE
1384,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,16:28:11,18,פרסומת,ספוט,2,9,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.1,02/11/2024,02/11/2024 16:28,02/11/2024 16:28,16,1730564100,2024,2837,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,4819.5,TRUE,TRUE,FALSE
1385,"2024-10 - קופ""ח מאוחדת - מאוחדת — מאוחדת ג'וניור",קשת 12,02/11/2024,16:28:29,31,פרסומת,ספוט,3,9,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.1,02/11/2024,02/11/2024 16:28,02/11/2024 16:29,16,1730564100,2024,2837,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,9881.25,TRUE,TRUE,FALSE
1386,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,16:29:00,28,פרסומת,ספוט,4,9,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.8,02/11/2024,02/11/2024 16:29,02/11/2024 16:29,16,1730564100,2024,2837,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,10150,TRUE,TRUE,FALSE
1387,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,16:29:28,22,פרסומת,ספוט,5,9,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.8,02/11/2024,02/11/2024 16:29,02/11/2024 16:29,16,1730564100,איזי,2837,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,7975,TRUE,TRUE,FALSE
1388,2024-10 - ישראכרט — ישראכרט - אחרי החגים,קשת 12,02/11/2024,16:29:50,15,פרסומת,ספוט,6,9,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.8,02/11/2024,02/11/2024 16:29,02/11/2024 16:30,16,1730564100,2024,2837,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,5437.5,TRUE,TRUE,FALSE
1389,רוש פרמצבטיקה עיניים (יוני 2023),קשת 12,02/11/2024,16:30:05,31,פרסומת,ספוט,7,9,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.8,02/11/2024,02/11/2024 16:30,02/11/2024 16:30,16,1730565000,רוש,2837,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,11237.5,TRUE,TRUE,FALSE
1390,2024-10 -  מיקסקארד,קשת 12,02/11/2024,16:30:36,14,פרסומת,ספוט,8,9,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.8,02/11/2024,02/11/2024 16:30,02/11/2024 16:30,16,1730565000,2024,2837,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,5075,TRUE,TRUE,FALSE
1391,2024-09 -  פרפקט ליין,קשת 12,02/11/2024,16:30:50,30,פרסומת,ספוט,99,9,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.8,02/11/2024,02/11/2024 16:30,02/11/2024 16:31,16,1730565000,2024,2837,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,10875,TRUE,TRUE,FALSE
1392,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,16:31:29,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.4,02/11/2024,02/11/2024 16:31,02/11/2024 16:31,16,1730565000,2024,2837,11,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,2025,TRUE,TRUE,FALSE
1393,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,16:31:35,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.4,02/11/2024,02/11/2024 16:31,02/11/2024 16:31,16,1730565000,Reckitt,2837,12,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,2025,TRUE,TRUE,FALSE
1394,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,16:32:08,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.5,02/11/2024,02/11/2024 16:32,02/11/2024 16:32,16,1730565000,2024,2838,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,1980,TRUE,TRUE,FALSE
1395,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,16:32:14,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.5,02/11/2024,02/11/2024 16:32,02/11/2024 16:32,16,1730565000,Reckitt,2838,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1815,TRUE,TRUE,FALSE
1396,פ-הכוכב הבא 11,קשת 12,02/11/2024,16:32:20,60,פרומו,פרומו,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",5.5,02/11/2024,02/11/2024 16:32,02/11/2024 16:33,16,1730565000,פ,2838,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,17325,TRUE,TRUE,FALSE
1397,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,16:43:07,34,פרומו,פרומו,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",7,02/11/2024,02/11/2024 16:43,02/11/2024 16:43,16,1730565000,פ,2839,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,14280,TRUE,TRUE,FALSE
1398,2024-09 -  פרפקט ליין,קשת 12,02/11/2024,16:43:49,30,פרסומת,ספוט,1,8,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",7,02/11/2024,02/11/2024 16:43,02/11/2024 16:44,16,1730565000,2024,2839,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,11550,TRUE,TRUE,FALSE
1399,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,16:44:19,30,פרסומת,ספוט,2,8,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",6.7,02/11/2024,02/11/2024 16:44,02/11/2024 16:44,16,1730565000,2024,2839,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,10552.5,TRUE,TRUE,FALSE
1400,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,16:44:49,26,פרסומת,ספוט,3,8,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",6.7,02/11/2024,02/11/2024 16:44,02/11/2024 16:45,16,1730565000,מאקו,2839,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,10887.5,TRUE,TRUE,FALSE
1401,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,16:45:15,55,פרסומת,ספוט,4,8,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",6.3,02/11/2024,02/11/2024 16:45,02/11/2024 16:46,16,1730565900,2024,2839,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,21656.25,TRUE,TRUE,FALSE
1402,2024-10 - בנק יהב,קשת 12,02/11/2024,16:46:10,15,פרסומת,ספוט,5,8,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",6.2,02/11/2024,02/11/2024 16:46,02/11/2024 16:46,16,1730565900,2024,2839,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,5812.5,TRUE,TRUE,FALSE
1403,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,16:46:25,12,פרסומת,ספוט,6,8,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",6.2,02/11/2024,02/11/2024 16:46,02/11/2024 16:46,16,1730565900,מאקו,2839,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4650,TRUE,TRUE,FALSE
1404,אני גיטרה וחברים 30 שנה בלי בני אמדורסקי הופעה (נובמבר 2024),קשת 12,02/11/2024,16:46:37,25,פרסומת,ספוט,7,8,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",6.2,02/11/2024,02/11/2024 16:46,02/11/2024 16:47,16,1730565900,אני,2839,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,9687.5,TRUE,TRUE,FALSE
1405,מאקו V1 (יוני 2024),קשת 12,02/11/2024,16:47:02,30,פרסומת,ספוט,99,8,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",6.2,02/11/2024,02/11/2024 16:47,02/11/2024 16:47,16,1730565900,מאקו,2839,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,11625,TRUE,TRUE,FALSE
1406,פ-חדשות סוף השבוע,קשת 12,02/11/2024,16:47:37,32,פרומו,פרומו,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12]",6.2,02/11/2024,02/11/2024 16:47,02/11/2024 16:48,16,1730565900,פ,2839,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,12400,TRUE,TRUE,FALSE
1407,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,16:59:48,29,פרומו,פרומו,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.8,02/11/2024,02/11/2024 16:59,02/11/2024 17:00,16,1730565900,פ,2840,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,15312,TRUE,TRUE,FALSE
1408,2024-07 - משולחן לשולחן לקט ישראל - לקט ישראל,קשת 12,02/11/2024,17:00:21,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",9,02/11/2024,02/11/2024 17:00,02/11/2024 17:00,17,1730566800,2024,2840,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,2970,TRUE,TRUE,FALSE
1409,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,17:00:27,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",9,02/11/2024,02/11/2024 17:00,02/11/2024 17:00,17,1730566800,2024,2840,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,2835,TRUE,TRUE,FALSE
1410,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,17:00:37,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",9,02/11/2024,02/11/2024 17:00,02/11/2024 17:00,17,1730566800,2024,2840,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3375,TRUE,TRUE,FALSE
1411,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,17:00:43,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",9,02/11/2024,02/11/2024 17:00,02/11/2024 17:00,17,1730566800,Reckitt,2840,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3375,TRUE,TRUE,FALSE
1412,2024-06 - זכותי,קשת 12,02/11/2024,17:01:16,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.8,02/11/2024,02/11/2024 17:01,02/11/2024 17:01,17,1730566800,2024,2841,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,3168,TRUE,TRUE,FALSE
1413,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,17:01:22,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.8,02/11/2024,02/11/2024 17:01,02/11/2024 17:01,17,1730566800,Reckitt,2841,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,2904,TRUE,TRUE,FALSE
1414,"2024-10 - קופ""ח מכבי - מכבי שירותי בריאות — קמפיין השקה מכבי",קשת 12,02/11/2024,17:01:33,82,פרסומת,ספוט,1,11,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.8,02/11/2024,02/11/2024 17:01,02/11/2024 17:02,17,1730566800,2024,2841,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,37884,TRUE,TRUE,FALSE
1415,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,17:02:55,24,פרסומת,ספוט,2,11,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.6,02/11/2024,02/11/2024 17:02,02/11/2024 17:03,17,1730566800,2024,2841,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,12900,TRUE,TRUE,FALSE
1416,2024-09 - יד 2,קשת 12,02/11/2024,17:03:19,20,פרסומת,ספוט,3,11,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.7,02/11/2024,02/11/2024 17:03,02/11/2024 17:03,17,1730566800,2024,2841,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,10875,TRUE,TRUE,FALSE
1417,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,17:03:39,28,פרסומת,ספוט,4,11,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.7,02/11/2024,02/11/2024 17:03,02/11/2024 17:04,17,1730566800,2024,2841,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,15225,TRUE,TRUE,FALSE
1418,2024-05 - פרוקטר & גמבל - פנטן,קשת 12,02/11/2024,17:04:07,20,פרסומת,ספוט,5,11,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.5,02/11/2024,02/11/2024 17:04,02/11/2024 17:04,17,1730566800,2024,2841,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,10625,TRUE,TRUE,FALSE
1419,2024-07 - שסטוביץ' - ריו מרה — ריו מרה אינסלטיסמה,קשת 12,02/11/2024,17:04:27,15,פרסומת,ספוט,6,11,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.5,02/11/2024,02/11/2024 17:04,02/11/2024 17:04,17,1730566800,2024,2841,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,7968.75,TRUE,TRUE,FALSE
1420,רוש פרמצבטיקה עיניים (יוני 2023),קשת 12,02/11/2024,17:04:42,31,פרסומת,ספוט,7,11,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.5,02/11/2024,02/11/2024 17:04,02/11/2024 17:05,17,1730566800,רוש,2841,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,16468.75,TRUE,TRUE,FALSE
1421,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,17:05:13,55,פרסומת,ספוט,8,11,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.2,02/11/2024,02/11/2024 17:05,02/11/2024 17:06,17,1730566800,2024,2841,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,28187.5,TRUE,TRUE,FALSE
1422,2024-02 - פרוקטר & גמבל - פיירי,קשת 12,02/11/2024,17:06:08,31,פרסומת,ספוט,9,11,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.2,02/11/2024,02/11/2024 17:06,02/11/2024 17:06,17,1730566800,2024,2841,11,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,15887.5,TRUE,TRUE,FALSE
1423,מאקו V1 (יוני 2024),קשת 12,02/11/2024,17:06:39,31,פרסומת,ספוט,10,11,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.2,02/11/2024,02/11/2024 17:06,02/11/2024 17:07,17,1730566800,מאקו,2841,12,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,15887.5,TRUE,TRUE,FALSE
1424,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,17:07:10,30,פרסומת,ספוט,99,11,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.7,02/11/2024,02/11/2024 17:07,02/11/2024 17:07,17,1730566800,2024,2841,13,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,16312.5,TRUE,TRUE,FALSE
1425,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,17:07:49,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.7,02/11/2024,02/11/2024 17:07,02/11/2024 17:07,17,1730566800,הזדמנויות,2841,14,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3262.5,TRUE,TRUE,FALSE
1426,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,17:09:04,6,חסות,ספוט,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.5,02/11/2024,02/11/2024 17:09,02/11/2024 17:09,17,1730566800,הזדמנויות,2842,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,3060,TRUE,TRUE,FALSE
1427,פ-חדשות סוף השבוע,קשת 12,02/11/2024,17:09:10,32,פרומו,פרומו,0,0,"[מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12] * [שבת בחמש עם גדעון אוקו]",8.5,02/11/2024,02/11/2024 17:09,02/11/2024 17:09,17,1730566800,פ,2842,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,14960,TRUE,TRUE,FALSE
1428,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,17:44:25,49,פרומו,פרומו,0,0,[שבת בחמש עם גדעון אוקו],13,02/11/2024,02/11/2024 17:44,02/11/2024 17:45,17,1730568600,פ,2843,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,38220,TRUE,TRUE,FALSE
1429,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,17:45:18,6,חסות,ספוט,0,0,[שבת בחמש עם גדעון אוקו],12.4,02/11/2024,02/11/2024 17:45,02/11/2024 17:45,17,1730569500,2024,2843,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,4092,TRUE,TRUE,FALSE
1430,2024-10 - מקדונלדס — מק' ציקן חזר,קשת 12,02/11/2024,17:45:32,42,פרסומת,ספוט,1,5,[שבת בחמש עם גדעון אוקו],12.4,02/11/2024,02/11/2024 17:45,02/11/2024 17:46,17,1730569500,2024,2843,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,27342,TRUE,TRUE,FALSE
1431,"2024-10 - קופ""ח מאוחדת - מאוחדת — מאוחדת ג'וניור",קשת 12,02/11/2024,17:46:14,31,פרסומת,ספוט,2,5,[שבת בחמש עם גדעון אוקו],12.1,02/11/2024,02/11/2024 17:46,02/11/2024 17:46,17,1730569500,2024,2843,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,23443.75,TRUE,TRUE,FALSE
1432,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,17:46:45,26,פרסומת,ספוט,3,5,[שבת בחמש עם גדעון אוקו],12.1,02/11/2024,02/11/2024 17:46,02/11/2024 17:47,17,1730569500,מאקו,2843,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,19662.5,TRUE,TRUE,FALSE
1433,2024-10 - בנק יהב,קשת 12,02/11/2024,17:47:11,30,פרסומת,ספוט,4,5,[שבת בחמש עם גדעון אוקו],11.8,02/11/2024,02/11/2024 17:47,02/11/2024 17:47,17,1730569500,2024,2843,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,22125,TRUE,TRUE,FALSE
1434,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,17:47:41,12,פרסומת,ספוט,99,5,[שבת בחמש עם גדעון אוקו],11.8,02/11/2024,02/11/2024 17:47,02/11/2024 17:47,17,1730569500,מאקו,2843,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,8850,TRUE,TRUE,FALSE
1435,פ-הכוכב הבא 11,קשת 12,02/11/2024,17:47:58,60,פרומו,פרומו,0,0,[שבת בחמש עם גדעון אוקו],11.8,02/11/2024,02/11/2024 17:47,02/11/2024 17:48,17,1730569500,פ,2843,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,44250,TRUE,TRUE,FALSE
1436,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,18:00:38,41,פרומו,פרומו,0,0,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],15.2,02/11/2024,02/11/2024 18:00,02/11/2024 18:01,18,1730570400,פ,2844,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,37392,TRUE,TRUE,FALSE
1437,2024-07 - משולחן לשולחן לקט ישראל - לקט ישראל,קשת 12,02/11/2024,18:01:23,6,חסות,ספוט,0,0,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],13.3,02/11/2024,02/11/2024 18:01,02/11/2024 18:01,18,1730570400,2024,2844,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,4389,TRUE,TRUE,FALSE
1438,2024-10 - ישראכרט — ישראכרט - אחרי החגים,קשת 12,02/11/2024,18:01:29,6,חסות,ספוט,0,0,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],13.3,02/11/2024,02/11/2024 18:01,02/11/2024 18:01,18,1730570400,2024,2844,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,4189.5,TRUE,TRUE,FALSE
1439,"2024-10 - מלונות וייצמן סיטי בע""מ",קשת 12,02/11/2024,18:01:35,6,חסות,ספוט,0,0,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],13.3,02/11/2024,02/11/2024 18:01,02/11/2024 18:01,18,1730570400,2024,2844,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4987.5,TRUE,TRUE,FALSE
